utc_timestamp,cet_cest_timestamp,AT_load_actual_entsoe_transparency,AT_load_forecast_entsoe_transparency,AT_solar_generation_actual,AT_wind_onshore_generation_actual
2017-01-01T00:00:00Z,2017-01-01T01:00:00+0100,6438,6166.39,0,86.58
2017-01-01T00:15:00Z,2017-01-01T01:15:00+0100,6344.4,6095.24,0,88.74
2017-01-01T00:30:00Z,2017-01-01T01:30:00+0100,6286.8,6056.5,0,85.97
2017-01-01T00:45:00Z,2017-01-01T01:45:00+0100,6192.4,6003.76,0,83.1
2017-01-01T01:00:00Z,2017-01-01T02:00:00+0100,6220.4,6002.38,0,75.6
2017-01-01T01:15:00Z,2017-01-01T02:15:00+0100,6149.2,5948.69,0,73.93
2017-01-01T01:30:00Z,2017-01-01T02:30:00+0100,6051.2,5907.85,0,67.93
2017-01-01T01:45:00Z,2017-01-01T02:45:00+0100,5985.2,5859.4,0,70.79
2017-01-01T02:00:00Z,2017-01-01T03:00:00+0100,5921.6,5811.94,0,73.23
2017-01-01T02:15:00Z,2017-01-01T03:15:00+0100,5856.8,5727.8,0,77.88
2017-01-01T02:30:00Z,2017-01-01T03:30:00+0100,5791.2,5693.55,0,73.1
2017-01-01T02:45:00Z,2017-01-01T03:45:00+0100,5752.4,5671.46,0,69.3
2017-01-01T03:00:00Z,2017-01-01T04:00:00+0100,5708.8,5681.92,0,69.61
2017-01-01T03:15:00Z,2017-01-01T04:15:00+0100,5720,5672.2,0,67.5
2017-01-01T03:30:00Z,2017-01-01T04:30:00+0100,5703.6,5713.79,0,66.66
2017-01-01T03:45:00Z,2017-01-01T04:45:00+0100,5727.2,5675.58,0,72.21
2017-01-01T04:00:00Z,2017-01-01T05:00:00+0100,5796,5785.21,0,75.46
2017-01-01T04:15:00Z,2017-01-01T05:15:00+0100,5813.6,5803.6,0,78.87
2017-01-01T04:30:00Z,2017-01-01T05:30:00+0100,5833.2,5785.76,0,78.79
2017-01-01T04:45:00Z,2017-01-01T05:45:00+0100,5830,5792.46,0,75.86
2017-01-01T05:00:00Z,2017-01-01T06:00:00+0100,5724,5781.14,0,75.77
2017-01-01T05:15:00Z,2017-01-01T06:15:00+0100,5747.2,5782.87,0,74.71
2017-01-01T05:30:00Z,2017-01-01T06:30:00+0100,5786,5814.3,0,72.8
2017-01-01T05:45:00Z,2017-01-01T06:45:00+0100,5839.6,5861.29,0,68.24
2017-01-01T06:00:00Z,2017-01-01T07:00:00+0100,6068.4,6216.43,7.83,67.31
2017-01-01T06:15:00Z,2017-01-01T07:15:00+0100,6148.4,6239.7,7.83,67.88
2017-01-01T06:30:00Z,2017-01-01T07:30:00+0100,6205.6,6266.26,7.83,63.6
2017-01-01T06:45:00Z,2017-01-01T07:45:00+0100,6247.6,6327.43,7.83,59.67
2017-01-01T07:00:00Z,2017-01-01T08:00:00+0100,6304,6496.08,11.03,55.04
2017-01-01T07:15:00Z,2017-01-01T08:15:00+0100,6366.8,6593.47,15.08,55.93
2017-01-01T07:30:00Z,2017-01-01T08:30:00+0100,6436.4,6631.08,19.44,53.58
2017-01-01T07:45:00Z,2017-01-01T08:45:00+0100,6515.2,6691.49,24.26,53.8
2017-01-01T08:00:00Z,2017-01-01T09:00:00+0100,6590.8,6857.3,36.61,59.35
2017-01-01T08:15:00Z,2017-01-01T09:15:00+0100,6653.6,6937.91,49.48,62.45
2017-01-01T08:30:00Z,2017-01-01T09:30:00+0100,6704.8,6968.02,62.6,59.64
2017-01-01T08:45:00Z,2017-01-01T09:45:00+0100,6759.6,7009.74,76.71,59.98
2017-01-01T09:00:00Z,2017-01-01T10:00:00+0100,6828.8,7078.31,91.92,63.77
2017-01-01T09:15:00Z,2017-01-01T10:15:00+0100,6866.4,7093.75,106.57,62.2
2017-01-01T09:30:00Z,2017-01-01T10:30:00+0100,6909.6,7118.67,121.82,57.19
2017-01-01T09:45:00Z,2017-01-01T10:45:00+0100,6967.2,7149.83,135.99,55.01
2017-01-01T10:00:00Z,2017-01-01T11:00:00+0100,6978,7193.59,147.12,55.21
2017-01-01T10:15:00Z,2017-01-01T11:15:00+0100,7017.6,7168.04,157.09,53.28
2017-01-01T10:30:00Z,2017-01-01T11:30:00+0100,7000,7166.4,166.68,48.05
2017-01-01T10:45:00Z,2017-01-01T11:45:00+0100,6965.6,7168.07,175.87,43.21
2017-01-01T11:00:00Z,2017-01-01T12:00:00+0100,7002,7062.15,177.83,37.18
2017-01-01T11:15:00Z,2017-01-01T12:15:00+0100,6919.6,6989.49,178.94,39.55
2017-01-01T11:30:00Z,2017-01-01T12:30:00+0100,6850.8,6950.29,180.13,46.97
2017-01-01T11:45:00Z,2017-01-01T12:45:00+0100,6791.6,6903.54,180.66,45.67
2017-01-01T12:00:00Z,2017-01-01T13:00:00+0100,6830,6858.14,173.2,43.1
2017-01-01T12:15:00Z,2017-01-01T13:15:00+0100,6753.6,6801.87,165.02,48.45
2017-01-01T12:30:00Z,2017-01-01T13:30:00+0100,6688,6787.85,156.83,51.16
2017-01-01T12:45:00Z,2017-01-01T13:45:00+0100,6694,6733.2,149.15,50.13
2017-01-01T13:00:00Z,2017-01-01T14:00:00+0100,6692.4,6722.06,135.38,47.15
2017-01-01T13:15:00Z,2017-01-01T14:15:00+0100,6676.8,6680.92,120.99,41.84
2017-01-01T13:30:00Z,2017-01-01T14:30:00+0100,6689.2,6652.11,106.34,40.19
2017-01-01T13:45:00Z,2017-01-01T14:45:00+0100,6635.2,6636.62,92.07,41.45
2017-01-01T14:00:00Z,2017-01-01T15:00:00+0100,6626.8,6697.68,76.69,48.43
2017-01-01T14:15:00Z,2017-01-01T15:15:00+0100,6686.4,6683.72,61.81,54
2017-01-01T14:30:00Z,2017-01-01T15:30:00+0100,6748,6689.13,47.13,53.06
2017-01-01T14:45:00Z,2017-01-01T15:45:00+0100,6804,6696.52,33.14,58.51
2017-01-01T15:00:00Z,2017-01-01T16:00:00+0100,6930.4,6942.67,26.32,62.11
2017-01-01T15:15:00Z,2017-01-01T16:15:00+0100,7040.8,6973.2,20,60.85
2017-01-01T15:30:00Z,2017-01-01T16:30:00+0100,7216.8,7039.6,13.73,56.75
2017-01-01T15:45:00Z,2017-01-01T16:45:00+0100,7406.4,7144.26,8.01,59.02
2017-01-01T16:00:00Z,2017-01-01T17:00:00+0100,7617.2,7418.71,7.97,60.21
2017-01-01T16:15:00Z,2017-01-01T17:15:00+0100,7704,7524.42,7.92,55.53
2017-01-01T16:30:00Z,2017-01-01T17:30:00+0100,7745.6,7593.28,7.88,54.35
2017-01-01T16:45:00Z,2017-01-01T17:45:00+0100,7756.4,7648.78,7.83,52.89
2017-01-01T17:00:00Z,2017-01-01T18:00:00+0100,7855.2,7740.87,7.83,47.79
2017-01-01T17:15:00Z,2017-01-01T18:15:00+0100,7834,7748.67,7.83,41.67
2017-01-01T17:30:00Z,2017-01-01T18:30:00+0100,7838.8,7761.65,7.83,40.47
2017-01-01T17:45:00Z,2017-01-01T18:45:00+0100,7785.6,7748.97,7.83,39.4
2017-01-01T18:00:00Z,2017-01-01T19:00:00+0100,7637.6,7603.6,0,36.6
2017-01-01T18:15:00Z,2017-01-01T19:15:00+0100,7560,7572.99,0,35.33
2017-01-01T18:30:00Z,2017-01-01T19:30:00+0100,7472.8,7564.39,0,34.37
2017-01-01T18:45:00Z,2017-01-01T19:45:00+0100,7381.2,7521.98,0,38.16
2017-01-01T19:00:00Z,2017-01-01T20:00:00+0100,7330,7267.01,0,37.4
2017-01-01T19:15:00Z,2017-01-01T20:15:00+0100,7240,7206.37,0,34.06
2017-01-01T19:30:00Z,2017-01-01T20:30:00+0100,7146.4,7187.09,0,35.54
2017-01-01T19:45:00Z,2017-01-01T20:45:00+0100,7020.4,7127.66,0,37.31
2017-01-01T20:00:00Z,2017-01-01T21:00:00+0100,6890,6905.47,0,35.05
2017-01-01T20:15:00Z,2017-01-01T21:15:00+0100,6806,6864.67,0,32.83
2017-01-01T20:30:00Z,2017-01-01T21:30:00+0100,6734.8,6861.03,0,31.98
2017-01-01T20:45:00Z,2017-01-01T21:45:00+0100,6724,6869.71,0,36.23
2017-01-01T21:00:00Z,2017-01-01T22:00:00+0100,7022.8,7133.54,0,44.65
2017-01-01T21:15:00Z,2017-01-01T22:15:00+0100,7003.2,7140.06,0,44.43
2017-01-01T21:30:00Z,2017-01-01T22:30:00+0100,6848,7099.96,0,43.16
2017-01-01T21:45:00Z,2017-01-01T22:45:00+0100,6749.6,7023.56,0,41.25
2017-01-01T22:00:00Z,2017-01-01T23:00:00+0100,6815.6,6785.84,0,39.51
2017-01-01T22:15:00Z,2017-01-01T23:15:00+0100,6666.8,6698.7,0,40.41
2017-01-01T22:30:00Z,2017-01-01T23:30:00+0100,6570.4,6653.69,0,44.48
2017-01-01T22:45:00Z,2017-01-01T23:45:00+0100,6477.6,6619.88,0,47.45
2017-01-01T23:00:00Z,2017-01-02T00:00:00+0100,6498,6883.64,0,49.6
2017-01-01T23:15:00Z,2017-01-02T00:15:00+0100,6407.2,6803.1,0,48.68
2017-01-01T23:30:00Z,2017-01-02T00:30:00+0100,6297.2,6755.09,0,47.87
2017-01-01T23:45:00Z,2017-01-02T00:45:00+0100,6210.4,6703.63,0,46.96
2017-01-02T00:00:00Z,2017-01-02T01:00:00+0100,6240.8,6616.08,0,49.16
2017-01-02T00:15:00Z,2017-01-02T01:15:00+0100,6162.8,6553.43,0,55.66
2017-01-02T00:30:00Z,2017-01-02T01:30:00+0100,6092.4,6523.56,0,60.12
2017-01-02T00:45:00Z,2017-01-02T01:45:00+0100,6056,6472.2,0,59.79
2017-01-02T01:00:00Z,2017-01-02T02:00:00+0100,6149.2,6467.99,0,55.36
2017-01-02T01:15:00Z,2017-01-02T02:15:00+0100,6080,6424.54,0,47.82
2017-01-02T01:30:00Z,2017-01-02T02:30:00+0100,5982,6395.86,0,47.81
2017-01-02T01:45:00Z,2017-01-02T02:45:00+0100,5956.8,6366.08,0,56.14
2017-01-02T02:00:00Z,2017-01-02T03:00:00+0100,5940,6300.63,0,61.28
2017-01-02T02:15:00Z,2017-01-02T03:15:00+0100,5909.6,6272.3,0,63.08
2017-01-02T02:30:00Z,2017-01-02T03:30:00+0100,5890,6272.37,0,61.71
2017-01-02T02:45:00Z,2017-01-02T03:45:00+0100,5918.4,6283.3,0,60.5
2017-01-02T03:00:00Z,2017-01-02T04:00:00+0100,5971.6,6416.63,0,71.07
2017-01-02T03:15:00Z,2017-01-02T04:15:00+0100,6056.4,6431.84,0,75.92
2017-01-02T03:30:00Z,2017-01-02T04:30:00+0100,6071.2,6496.02,0,73
2017-01-02T03:45:00Z,2017-01-02T04:45:00+0100,6206.8,6554.94,0,75.13
2017-01-02T04:00:00Z,2017-01-02T05:00:00+0100,6427.2,6981.49,0,72.94
2017-01-02T04:15:00Z,2017-01-02T05:15:00+0100,6560.8,7098.81,0,70.71
2017-01-02T04:30:00Z,2017-01-02T05:30:00+0100,6740.8,7219.37,0,74.82
2017-01-02T04:45:00Z,2017-01-02T05:45:00+0100,6924.8,7384.28,0,87.51
2017-01-02T05:00:00Z,2017-01-02T06:00:00+0100,7080.4,7935.69,0,92.31
2017-01-02T05:15:00Z,2017-01-02T06:15:00+0100,7311.6,8157.66,0,101.94
2017-01-02T05:30:00Z,2017-01-02T06:30:00+0100,7459.2,8292.56,0,113.5
2017-01-02T05:45:00Z,2017-01-02T06:45:00+0100,7681.2,8403.93,0,106.77
2017-01-02T06:00:00Z,2017-01-02T07:00:00+0100,7980.4,8997.5,7.83,104.17
2017-01-02T06:15:00Z,2017-01-02T07:15:00+0100,8202.4,9091.12,7.83,113.69
2017-01-02T06:30:00Z,2017-01-02T07:30:00+0100,8350.8,9150.46,7.83,116.76
2017-01-02T06:45:00Z,2017-01-02T07:45:00+0100,8468.8,9224.22,7.83,107.43
2017-01-02T07:00:00Z,2017-01-02T08:00:00+0100,8556.4,9354.65,11.03,114.09
2017-01-02T07:15:00Z,2017-01-02T08:15:00+0100,8696.4,9406.09,15.1,111.04
2017-01-02T07:30:00Z,2017-01-02T08:30:00+0100,8778.8,9449.71,19.44,109.42
2017-01-02T07:45:00Z,2017-01-02T08:45:00+0100,8862.4,9469.85,24.02,108.99
2017-01-02T08:00:00Z,2017-01-02T09:00:00+0100,8929.6,9487.93,36,112.02
2017-01-02T08:15:00Z,2017-01-02T09:15:00+0100,9004.4,9519.61,48.1,111.94
2017-01-02T08:30:00Z,2017-01-02T09:30:00+0100,9017.6,9548.84,60.4,109.57
2017-01-02T08:45:00Z,2017-01-02T09:45:00+0100,9016,9562.93,73.3,111.33
2017-01-02T09:00:00Z,2017-01-02T10:00:00+0100,9001.2,9518.92,85.26,104.91
2017-01-02T09:15:00Z,2017-01-02T10:15:00+0100,9023.2,9528.17,96.42,103.29
2017-01-02T09:30:00Z,2017-01-02T10:30:00+0100,9019.6,9538.38,107.99,104.64
2017-01-02T09:45:00Z,2017-01-02T10:45:00+0100,9052.8,9559.37,119.2,105.39
2017-01-02T10:00:00Z,2017-01-02T11:00:00+0100,9047.6,9501.61,128.23,114.86
2017-01-02T10:15:00Z,2017-01-02T11:15:00+0100,9100.8,9502.87,136.32,113.72
2017-01-02T10:30:00Z,2017-01-02T11:30:00+0100,9085.6,9490.89,144.15,104.88
2017-01-02T10:45:00Z,2017-01-02T11:45:00+0100,9042.8,9492.47,151.76,103.13
2017-01-02T11:00:00Z,2017-01-02T12:00:00+0100,9056.8,9369.95,153.8,97.75
2017-01-02T11:15:00Z,2017-01-02T12:15:00+0100,8970.4,9305.05,154.32,98.02
2017-01-02T11:30:00Z,2017-01-02T12:30:00+0100,8892.4,9291.27,154.91,105.38
2017-01-02T11:45:00Z,2017-01-02T12:45:00+0100,8846.4,9277.7,155.41,107.38
2017-01-02T12:00:00Z,2017-01-02T13:00:00+0100,8886.8,9336.31,148.55,114.95
2017-01-02T12:15:00Z,2017-01-02T13:15:00+0100,8853.6,9325.13,141.75,128.68
2017-01-02T12:30:00Z,2017-01-02T13:30:00+0100,8830.8,9304.28,134.99,120.89
2017-01-02T12:45:00Z,2017-01-02T13:45:00+0100,8797.2,9256.36,128.07,114.08
2017-01-02T13:00:00Z,2017-01-02T14:00:00+0100,8827.2,9240.45,115.84,134.06
2017-01-02T13:15:00Z,2017-01-02T14:15:00+0100,8775.2,9222.18,103.15,151.85
2017-01-02T13:30:00Z,2017-01-02T14:30:00+0100,8776.8,9202.92,90.31,170.01
2017-01-02T13:45:00Z,2017-01-02T14:45:00+0100,8756,9193.86,77.87,223.01
2017-01-02T14:00:00Z,2017-01-02T15:00:00+0100,8801.2,9220.19,65.2,245.27
2017-01-02T14:15:00Z,2017-01-02T15:15:00+0100,8812.8,9213.65,52.84,258.35
2017-01-02T14:30:00Z,2017-01-02T15:30:00+0100,8842.4,9213.04,40.59,334.74
2017-01-02T14:45:00Z,2017-01-02T15:45:00+0100,8913.6,9213.93,28.52,408.39
2017-01-02T15:00:00Z,2017-01-02T16:00:00+0100,8997.6,9388.6,22.95,492.73
2017-01-02T15:15:00Z,2017-01-02T16:15:00+0100,9123.6,9407.11,17.85,591.49
2017-01-02T15:30:00Z,2017-01-02T16:30:00+0100,9253.6,9444.7,12.79,687.62
2017-01-02T15:45:00Z,2017-01-02T16:45:00+0100,9393.6,9506.57,7.83,787.93
2017-01-02T16:00:00Z,2017-01-02T17:00:00+0100,9465.2,9697.66,7.83,887.35
2017-01-02T16:15:00Z,2017-01-02T17:15:00+0100,9520.8,9761.43,7.83,935.23
2017-01-02T16:30:00Z,2017-01-02T17:30:00+0100,9522,9816.48,7.83,1030.39
2017-01-02T16:45:00Z,2017-01-02T17:45:00+0100,9554.4,9837.25,7.83,1101.7
2017-01-02T17:00:00Z,2017-01-02T18:00:00+0100,9471.2,9823.9,7.83,1159.54
2017-01-02T17:15:00Z,2017-01-02T18:15:00+0100,9432,9803.08,7.83,1230.81
2017-01-02T17:30:00Z,2017-01-02T18:30:00+0100,9330,9787.52,7.83,1312.53
2017-01-02T17:45:00Z,2017-01-02T18:45:00+0100,9262,9754.55,7.83,1385.83
2017-01-02T18:00:00Z,2017-01-02T19:00:00+0100,8963.2,9480.6,0,1524.89
2017-01-02T18:15:00Z,2017-01-02T19:15:00+0100,8817.6,9396.73,0,1638.8
2017-01-02T18:30:00Z,2017-01-02T19:30:00+0100,8757.2,9350.38,0,1697.62
2017-01-02T18:45:00Z,2017-01-02T19:45:00+0100,8622.4,9263.06,0,1737.79
2017-01-02T19:00:00Z,2017-01-02T20:00:00+0100,8508.4,8837.66,0,1711.98
2017-01-02T19:15:00Z,2017-01-02T20:15:00+0100,8326.4,8748.48,0,1685.93
2017-01-02T19:30:00Z,2017-01-02T20:30:00+0100,8189.2,8667.29,0,1683.21
2017-01-02T19:45:00Z,2017-01-02T20:45:00+0100,8048,8586.69,0,1597.46
2017-01-02T20:00:00Z,2017-01-02T21:00:00+0100,7942.4,8239.06,0,1551.97
2017-01-02T20:15:00Z,2017-01-02T21:15:00+0100,7808.4,8153.25,0,1577.54
2017-01-02T20:30:00Z,2017-01-02T21:30:00+0100,7675.2,8083.71,0,1559.14
2017-01-02T20:45:00Z,2017-01-02T21:45:00+0100,7618.8,8021.41,0,1543.33
2017-01-02T21:00:00Z,2017-01-02T22:00:00+0100,7879.6,8171.14,0,1470.97
2017-01-02T21:15:00Z,2017-01-02T22:15:00+0100,7796,8111.03,0,1413.06
2017-01-02T21:30:00Z,2017-01-02T22:30:00+0100,7646.8,8025.62,0,1411.3
2017-01-02T21:45:00Z,2017-01-02T22:45:00+0100,7504.4,7922.71,0,1364.23
2017-01-02T22:00:00Z,2017-01-02T23:00:00+0100,7409.6,7686.92,0,1329.57
2017-01-02T22:15:00Z,2017-01-02T23:15:00+0100,7240.4,7570.45,0,1295.64
2017-01-02T22:30:00Z,2017-01-02T23:30:00+0100,7113.2,7504.77,0,1221.96
2017-01-02T22:45:00Z,2017-01-02T23:45:00+0100,7032,7461.53,0,1189.03
2017-01-02T23:00:00Z,2017-01-03T00:00:00+0100,7036.4,7202.03,0,1201.39
2017-01-02T23:15:00Z,2017-01-03T00:15:00+0100,6911.2,7145.77,0,1259.85
2017-01-02T23:30:00Z,2017-01-03T00:30:00+0100,6825.2,7111.79,0,1299.35
2017-01-02T23:45:00Z,2017-01-03T00:45:00+0100,6732.8,7065.95,0,1343.07
2017-01-03T00:00:00Z,2017-01-03T01:00:00+0100,6722,6947.59,0,1380.7
2017-01-03T00:15:00Z,2017-01-03T01:15:00+0100,6650.8,6877.18,0,1369.83
2017-01-03T00:30:00Z,2017-01-03T01:30:00+0100,6567.2,6838.16,0,1308.17
2017-01-03T00:45:00Z,2017-01-03T01:45:00+0100,6483.6,6789.51,0,1362.28
2017-01-03T01:00:00Z,2017-01-03T02:00:00+0100,6527.6,6785.23,0,1431.76
2017-01-03T01:15:00Z,2017-01-03T02:15:00+0100,6447.2,6741.05,0,1519.31
2017-01-03T01:30:00Z,2017-01-03T02:30:00+0100,6350.8,6711.66,0,1569.02
2017-01-03T01:45:00Z,2017-01-03T02:45:00+0100,6322.8,6682.53,0,1589.5
2017-01-03T02:00:00Z,2017-01-03T03:00:00+0100,6325.2,6595.14,0,1628.97
2017-01-03T02:15:00Z,2017-01-03T03:15:00+0100,6275.2,6567.77,0,1748.11
2017-01-03T02:30:00Z,2017-01-03T03:30:00+0100,6300.4,6566.33,0,1869.39
2017-01-03T02:45:00Z,2017-01-03T03:45:00+0100,6363.6,6578.96,0,1923.97
2017-01-03T03:00:00Z,2017-01-03T04:00:00+0100,6391.6,6676.75,0,1852.08
2017-01-03T03:15:00Z,2017-01-03T04:15:00+0100,6393.6,6704.5,0,1749.36
2017-01-03T03:30:00Z,2017-01-03T04:30:00+0100,6486.4,6757.68,0,1667.01
2017-01-03T03:45:00Z,2017-01-03T04:45:00+0100,6550,6832.13,0,1639.55
2017-01-03T04:00:00Z,2017-01-03T05:00:00+0100,6790.8,7222.33,0,1584.15
2017-01-03T04:15:00Z,2017-01-03T05:15:00+0100,6905.6,7357.3,0,1495.47
2017-01-03T04:30:00Z,2017-01-03T05:30:00+0100,7061.6,7484.5,0,1535.81
2017-01-03T04:45:00Z,2017-01-03T05:45:00+0100,7226,7651.5,0,1510.95
2017-01-03T05:00:00Z,2017-01-03T06:00:00+0100,7376,8220.38,0,1468.91
2017-01-03T05:15:00Z,2017-01-03T06:15:00+0100,7564,8443.61,0,1435.84
2017-01-03T05:30:00Z,2017-01-03T06:30:00+0100,7747.2,8606.16,0,1363.27
2017-01-03T05:45:00Z,2017-01-03T06:45:00+0100,7893.6,8788.59,0,1227.93
2017-01-03T06:00:00Z,2017-01-03T07:00:00+0100,8231.2,9273.74,7.83,1250.23
2017-01-03T06:15:00Z,2017-01-03T07:15:00+0100,8424.4,9415.22,7.83,1444.08
2017-01-03T06:30:00Z,2017-01-03T07:30:00+0100,8565.6,9486.41,7.83,1574.6
2017-01-03T06:45:00Z,2017-01-03T07:45:00+0100,8656.8,9554,7.83,1484.08
2017-01-03T07:00:00Z,2017-01-03T08:00:00+0100,8788.4,9703.98,10.72,1370.95
2017-01-03T07:15:00Z,2017-01-03T08:15:00+0100,8882.8,9741.34,14.28,1387.32
2017-01-03T07:30:00Z,2017-01-03T08:30:00+0100,8939.6,9771.94,18.09,1477.65
2017-01-03T07:45:00Z,2017-01-03T08:45:00+0100,9040.8,9778.2,22.01,1513.04
2017-01-03T08:00:00Z,2017-01-03T09:00:00+0100,9031.2,9832.12,32.47,1427.13
2017-01-03T08:15:00Z,2017-01-03T09:15:00+0100,9120.4,9847.34,43.26,1371.37
2017-01-03T08:30:00Z,2017-01-03T09:30:00+0100,9164,9874.23,54.21,1372.24
2017-01-03T08:45:00Z,2017-01-03T09:45:00+0100,9210.4,9879.68,66.02,1432.88
2017-01-03T09:00:00Z,2017-01-03T10:00:00+0100,9214.4,9875.82,78.19,1511.55
2017-01-03T09:15:00Z,2017-01-03T10:15:00+0100,9295.2,9863.85,89.56,1505.43
2017-01-03T09:30:00Z,2017-01-03T10:30:00+0100,9314.8,9874.71,101.35,1581.49
2017-01-03T09:45:00Z,2017-01-03T10:45:00+0100,9343.6,9886.63,112.66,1594.01
2017-01-03T10:00:00Z,2017-01-03T11:00:00+0100,9322.4,9860.39,120.65,1599.86
2017-01-03T10:15:00Z,2017-01-03T11:15:00+0100,9375.6,9850.76,128.5,1626.15
2017-01-03T10:30:00Z,2017-01-03T11:30:00+0100,9354.4,9839.97,136.13,1634.21
2017-01-03T10:45:00Z,2017-01-03T11:45:00+0100,9317.6,9840.35,143.7,1578.94
2017-01-03T11:00:00Z,2017-01-03T12:00:00+0100,9272,9713.44,145.9,1542.57
2017-01-03T11:15:00Z,2017-01-03T12:15:00+0100,9178,9640.14,147.02,1591.04
2017-01-03T11:30:00Z,2017-01-03T12:30:00+0100,9102.8,9613.06,148.17,1743.61
2017-01-03T11:45:00Z,2017-01-03T12:45:00+0100,9069.2,9601.58,148.91,1876.01
2017-01-03T12:00:00Z,2017-01-03T13:00:00+0100,9121.2,9635.11,142.71,1905.57
2017-01-03T12:15:00Z,2017-01-03T13:15:00+0100,9044.8,9606.13,135.97,1865.25
2017-01-03T12:30:00Z,2017-01-03T13:30:00+0100,8985.6,9592,129.23,1899.18
2017-01-03T12:45:00Z,2017-01-03T13:45:00+0100,8937.6,9553.28,122.24,1930.42
2017-01-03T13:00:00Z,2017-01-03T14:00:00+0100,8939.6,9521.46,111.17,1939.62
2017-01-03T13:15:00Z,2017-01-03T14:15:00+0100,8928.4,9512.98,99.44,1994.98
2017-01-03T13:30:00Z,2017-01-03T14:30:00+0100,8921.6,9496.31,87.58,1951.53
2017-01-03T13:45:00Z,2017-01-03T14:45:00+0100,8879.6,9484.38,76.04,1934.05
2017-01-03T14:00:00Z,2017-01-03T15:00:00+0100,8878.4,9504.96,63.89,1997.33
2017-01-03T14:15:00Z,2017-01-03T15:15:00+0100,8848,9504.44,52.01,1999.57
2017-01-03T14:30:00Z,2017-01-03T15:30:00+0100,8918.8,9488.59,40.27,1991.84
2017-01-03T14:45:00Z,2017-01-03T15:45:00+0100,8994,9501.73,28.93,1984.04
2017-01-03T15:00:00Z,2017-01-03T16:00:00+0100,9098.8,9616.13,23.28,1983.87
2017-01-03T15:15:00Z,2017-01-03T16:15:00+0100,9180.8,9635.01,18.14,1958.1
2017-01-03T15:30:00Z,2017-01-03T16:30:00+0100,9344.4,9675.98,13.05,1845.33
2017-01-03T15:45:00Z,2017-01-03T16:45:00+0100,9532.8,9747.64,8.01,1767.93
2017-01-03T16:00:00Z,2017-01-03T17:00:00+0100,9658.8,9964.14,7.97,1738.86
2017-01-03T16:15:00Z,2017-01-03T17:15:00+0100,9780.4,10031.86,7.92,1679.64
2017-01-03T16:30:00Z,2017-01-03T17:30:00+0100,9796.8,10079.11,7.88,1635.04
2017-01-03T16:45:00Z,2017-01-03T17:45:00+0100,9797.6,10103.13,7.83,1611.14
2017-01-03T17:00:00Z,2017-01-03T18:00:00+0100,9744.4,10144.79,7.83,1595.72
2017-01-03T17:15:00Z,2017-01-03T18:15:00+0100,9714,10101.01,7.83,1589.62
2017-01-03T17:30:00Z,2017-01-03T18:30:00+0100,9633.2,10070.64,7.83,1574.1
2017-01-03T17:45:00Z,2017-01-03T18:45:00+0100,9544.8,10020.75,7.83,1539.85
2017-01-03T18:00:00Z,2017-01-03T19:00:00+0100,9310,9724.71,0,1520.95
2017-01-03T18:15:00Z,2017-01-03T19:15:00+0100,9184.8,9629.72,0,1512.69
2017-01-03T18:30:00Z,2017-01-03T19:30:00+0100,9028,9555.86,0,1491.04
2017-01-03T18:45:00Z,2017-01-03T19:45:00+0100,8854.4,9447.85,0,1492.58
2017-01-03T19:00:00Z,2017-01-03T20:00:00+0100,8727.2,9023.34,0,1513.88
2017-01-03T19:15:00Z,2017-01-03T20:15:00+0100,8660.8,8909.96,0,1498.37
2017-01-03T19:30:00Z,2017-01-03T20:30:00+0100,8537.2,8847.73,0,1490.08
2017-01-03T19:45:00Z,2017-01-03T20:45:00+0100,8407.2,8738.55,0,1410.06
2017-01-03T20:00:00Z,2017-01-03T21:00:00+0100,8284.8,8428,0,1392.56
2017-01-03T20:15:00Z,2017-01-03T21:15:00+0100,8019.6,8292.87,0,1359.51
2017-01-03T20:30:00Z,2017-01-03T21:30:00+0100,7854.4,8211.07,0,1336.61
2017-01-03T20:45:00Z,2017-01-03T21:45:00+0100,7782,8123.18,0,1315.84
2017-01-03T21:00:00Z,2017-01-03T22:00:00+0100,8005.2,8218.24,0,1329.16
2017-01-03T21:15:00Z,2017-01-03T22:15:00+0100,7961.2,8161.65,0,1359.37
2017-01-03T21:30:00Z,2017-01-03T22:30:00+0100,7798.8,8080.61,0,1365.38
2017-01-03T21:45:00Z,2017-01-03T22:45:00+0100,7703.6,7995.32,0,1337.69
2017-01-03T22:00:00Z,2017-01-03T23:00:00+0100,7612,7746.05,0,1273.52
2017-01-03T22:15:00Z,2017-01-03T23:15:00+0100,7432.8,7626.67,0,1205.35
2017-01-03T22:30:00Z,2017-01-03T23:30:00+0100,7285.2,7536.65,0,1194.2
2017-01-03T22:45:00Z,2017-01-03T23:45:00+0100,7165.6,7493.48,0,1221.92
2017-01-03T23:00:00Z,2017-01-04T00:00:00+0100,7245.6,7381.17,0,1224.65
2017-01-03T23:15:00Z,2017-01-04T00:15:00+0100,7092,7304.34,0,1216.51
2017-01-03T23:30:00Z,2017-01-04T00:30:00+0100,6972.8,7280.35,0,1224.88
2017-01-03T23:45:00Z,2017-01-04T00:45:00+0100,6937.2,7245.58,0,1204.67
2017-01-04T00:00:00Z,2017-01-04T01:00:00+0100,6924.4,7109.41,0,1176.44
